Colegios,Localidad
CP
CEIP
CP
CP
CP
CP
CPFA
CIPFP
CIPFP
CIPFP
Conservatori
CP
CP
CP
CP
CP
CP
CP
CP
CP
CP
CP
CP
CP
CEIP
CP
CP
CP
CP
CP
CP
CP
CP
CP
CP
CP
CP
CP
CP
CP
CP
CP
CP
CP
CP
CP
CP
CP
CP
CP
CP
CP
CP
CP
CP
CP
CP
CP
CP
CP
CP
CP
CP
CP
CP
CP
CP
CP
CP
CP
CP
CP
CP
CP
CP
CP
CP
CP
CP
CP
CP
CP
CP
CP
CP
CP
CP
CP
CP
CP
CP
CP
CP
CP
CP
CP
CP
CP
CP
CP
CP
CP
CP
CP
CP
CP
CP
CP
CP
CP
CP
CP
CP
CP
CP
CP
CP
CP
CP
CP
CP
CP
CP
CP
CP
CP
CP
CP
CP
CP
CP
CP
CP
CP
CP
CP
CRA
CRA
Escuela
IES
IES
IES
IES
IES
IES
IES
IES
IEs
IES
IES
IES
IES
IES
EI
CP
